,textDisplay
16331,Don&#39;t worry I&#39;ll tell him for you. I&#39;m his assistant
16338,всё знают что марф гей
16341,bana  ulaşamazsın ama ben sana ulaşıyorum videoların sayesinde   MrBeast
16343,you so good
16355,"I mean, his name is speedy xd"
16357,Hello good vedio
16359,It&#39;s all out
16362,Lol speed speed runded that
16364,"NOOOO LE CAMBIARON LA VOZ, PORQUE  :("
16367,"هل يمك الحصول ع10,000دلغ"
16368,Come in South America Mr Beast
16369,GOOD
16374,FC จากไทยครับ
16375,GG you beat PewDiePie
16376,Spasiba shcha translation into Russian
16380,Bruh how u even get selected to this stuff I bet I’d win ez 😂
16381,I Have Must Know That MR BEAST ❤️ Will Creat Their Name Of History Of Hall Of Fame As A Great Youtuber
16384,Good💯💯💯
16392,🥰🥰🥰🥰🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩 Take love
16396,просто комментарий на русском языке
16397,i love your vids
16400,Don&#39;t ruin it for me I think it&#39;s gonna be harry or I show speed
16401,Congrats on beating pewdiepie on subscribe
16403,"I&#39;m his assistant and ready to help, what&#39;s the matter?"
16404,Congrats on beating pewdiepie 🎉🎉🎉
16407,MrBeast 2060: First person to take their hand off of the Earth wins it
16410,DON&#39;T read my name!!
16415,how can I order your burger because I&#39;m in Ukraine
16418,I didn&#39;t think George was that short
16419,Vikstars fist went stargazing  🤣🤣
16421,I am happy logo.
16423,كيف اصل اليك يا رجل 🥺💔
16425,2.5 million!
16437,"How about opening your burger place in Istanbul, Turkey?"
16440,Por qué está en español xd?
16450,Yes he will
16452,Hy
16455,جيش علي شاكر  مر من  هنا
16458,I&#39;m so annoyed that speed left early
16459,NAAAAOOOO tenía q ganar george😭
16461,It has automatic subtitles.
16462,Noooo speed
16467,mrbeast pro I&#39;m in Africa and I want you to help me I don&#39;t have any money I need help pro
16471,Good
16479,Come here in PH 😭
16480,pq está dublado no canal principal??
16482,Deberías mr best regalar 2.5 millones de dólares en comida a niños pobres que se mueren de hambre a diario que real mente lo necesita no un avión que no ayuda nada al mundo.
16488,Mr beast eu tô inscrito a 10 meses atrás mas eu nunca sou convidado
16491,dublaram o latido do speed😭😭😭😭
16498,BRO NO WAY SPEED 🤩
16499,Ishowspeed lol 😆
16503,congratulations jimmy on beating PewDiePie 1millon difference
16507,He lives there already
16512,After 10k $ <br>120k$ hehe..
16513,Я из России привет мистер бист
16514,Почему видео на русском?
16516,You&#39;ve been invited
16519,Poor speed
16520,I thaught speed was gonna kill it then I remember it&#39;s speed😂
16524,Come to Azerbaijan and help poor people 😇 Mr Beast
16525,Come to Kenya ❤
16529,Que pe pasó a la voz de Mr beat en español
16532,Love from Bangladesh 🇧🇩 but no English me😭😭
16534,Please come to nepal mrbeast
16536,i am waiting for the mr bar to come in india:(
16538,I m from Nepal can u take me their to play games
16545,hello mr Beast
16555,"Как так вышло,что видео на русском?"
16557,Speed would have made this content even more funnier and challenging but he got so exited that he left so badly😭😭🤣
16559,Man... I&#39;m piloting that mf myself.
16561,Thanks for the entertainment. Please do more vids with Chris and the beta squad gang
16564,Great challenge ever! Mr. Beast your the best
16569,Harry being genuine is so crazy!
16573,Bring ishowspeed in more videos 🙏
16582,"speed&#39;s the only tuber I know here, and shows us how speedy he gets out. damn"
16592,"estuviste tan cerca, pero estar tan cerca no importa"
16597,I’m so happy harry won I was rooting for niko but still
16599,Mrbeast I&#39;m Hiba my dad needs help because he does a new store and he needs some money. Please help it 👋
16612,Notice how mrbeast only complains how sweaty their hands were when they leave
16620,Hello mr beast
16621,"I challenge Mr. Beast to give me 20,000 dollars in personal.. 😁"
16623,Soi.    fan   de   speed
16635,Please come help the people in fort myers beach PLEASE<br><br>A lot of people there lost everything due to hurricane Ian
16645,You&#39;ve been accepted!
16651,He spent so much money on your card 😅
16656,Mr beast abone
16658,It&#39;s English or stupid
16663,"So now that Jimmy&#39;s single,  how do I marry him?"
16664,اهلا مستر بيست انا اتابعك من زمان
16668,Hard
16670,Yoo you already beat PewDiePie
16671,YOUR THE BEST
16675,Seeing this after he has surpassed PewDiePie is weird.
16679,MRBEAST I&#39;M WANT THE CAR
16681,Супер. В Казахстане даже конфетку бесплатно не дают
16686,Lol ishowspeed
16689,We want Turkish Subtitles please 🥺
16695,Mr.Beast come to Türkey
16696,Люблю тебя мистер бист я бы хотела снятся на твоих видео но я живу в Казахстане
16697,You&#39;re pretty
16701,Нравится слушать музыку?) Кликай на иконку и подпишись) добра тебе человек)
16706,Man I was expecting speed to win
16724,"Man, I love Harry. What a guy"
16729,Hello MrBeast fan
16730,George I want you to win
16738,@Aggeboi lol
16740,Ishowspeed&#39;s dog instinct kicks in every moment .
16742,Mr beast acualy past PewDiePie in subsvribers🎉🎉🎉
16743,NOOOO LAZAR
16744,Impossible challange: dont donate money lol
16747,HELLO MRBEATS <br>BẤT NGỜ CHƯA ÔNG ZÀ
16750,Please say eşhedü enla ilahe illah ve eşhedü enne Muhammeden abduhu ve rasülüh
16762,Hello mr Beast i&#39;m fom viet nam
16763,@shiro lol
16766,It’s good but
16767,Speed making Speed things .
16770,Niko and Mr Beast should collab more often. They have good chemistry.
16775,Mr.Beast Hello
16780,Is this real???<br>I don&#39;t think so
16782,harry and his brothers hug was a lil too sus ngl
16784,"<a href=""https://www.youtube.com/watch?v=kX3nB4PpJko&amp;t=13m14s"">13:14</a> there is a mistake as at the bottom it says callux, George and niko when it was harry, George and niko"
16791,Mr beast congratulations on 112m u officially beat PewDiePie
16795,NOOOO SPEEEED
16797,Congrats on beating pewdiepie
16801,Finally he defeated PewDiePie
16810,U beat pewdiepie
16814,Caylus steal your car in gta5
16816,"MRBEAST THE BEST, HE BEATED PEWDIEPIE!! YESSIR"
16817,"<a href=""https://www.youtube.com/watch?v=kX3nB4PpJko&amp;t=13m58s"">13:58</a> i don&#39;t understand why he was eliminated? He lifted one finger off while the rest of his hand stayed touching??"
16819,PewDiePie = 😭
16822,Hire me. I am a pilot.
16827,Hello Mr beast
16829,Lmao Mr beast probably doesn&#39;t even know what&#39;s going on in the Latino community how some Latino YouTuber is being roasted none stop for saying he is richer than Mr beast that he is cooler than him more humble etc etc it&#39;s funny tbh
16833,Wheres the date. Lmao
16834,Congratulations u surpass pewdiepie sub
16835,Mrbeast have more subscribes than pewdiepie LOL
16840,Hii
16844,No speed :( i Thinked he will win
16853,Devam et
16855,Bro congrats u have more subscribes than PewDiePie
16858,This is one of my fav vids cause ISHOWSPEED is there
16861,Mr Beast literally made millionare you tubers to do such things
16864,Mr beastttr
16875,DON&#39;T read my name! 😂
16876,Fantastic! They should fart more though! ♨️💩
16880,"Здравствуйте мистер Бист ваша видео очень нравится  👍 вы многим делали счастливыми , бедным , инвалидом помогаете это очень круто и хорошие дело . Мистер Бист я из Кыргызстана живу в столице Бишкек  , у меня пятеро детей мы живём квартире, если не трудно осчастливите  нас тоже с детьми с уважением Бегайым."
16881,Noooo speeed
16887,эээ не пон
16888,He Surpassed Pewdiepie 🎉
16890,احبك انا مشترك في قناتك من لبنان  Mr beast أفضل قناة نحبك😘😘
16892,Поздравляю с первым местом в Ютубе 112 миллионов подписчиков!!!
16895,Hello 👋🤗
16897,He better have gave George some money for that troll😂
16909,please do it in english dubbing
16931,Почему у. Меня на русском все ?
16950,Good
16957,Mr beast u should bring in Mr Beast
16959,Bana motor almam için 1000$ verir misin
16962,بجد افكارك رائعه وترسم البسمة على وجوه الآخرين بالتوفيق دائما مستر بيست
16970,is good
16976,Ok
16977,Congratulations! You beat Pewdiepie!!!
16985,Ain&#39;t no way speed participated
16987,Good
16989,Круто что на русском можно смотреть mr. Beast!! Самый крутой чувак! Жаль что в России такого нет.
16990,@boingo да да я тоже заметил и подумал что смотрю одну из озвучек биста
16991,"@boingo да, я думаю, что он сделал какую-то функцию, которая показывает русским переведённые ролики. Что сказать решил срубить денег  с нас) с Россией сотрудничает же))"
16992,у тебя тоже он на русском говорит?
16998,Kan somaliga ah ina gumeedsanaa 10k maalin baa lagu shaahaa
16999,Я хочу стать миллионером !!!!!!!!!!!!
17004,GG for passing pewdipie
17007,Me manda um pix
17009,Видео на русском а комментарии английские
17010,More speed plz
17012,mr beast plsssss
17013,Jimmy I&#39;m interested in your game but I can&#39;t play even if I want to because I&#39;m from Bangladesh
17017,Car do
17031,hello
17032,Ishowspeed the Chad is gonna kill all of these other yt
17036,Your the best you tuber I&#39;ve seen all your vids  love them
17037,Lol speed
17041,ISHOWSPEED!!!!!! YOU ARE MY FRIEND NOW
17048,Give one car my friend
17050,Give one car my friend
17051,Give one car my friend
17052,Give one car my friend
17053,Give one car my friend
17054,Give one car my friend
17055,Give one car my friend
17057,Give one car my friend
17058,Hy...plz i want to meet you mr best
17059,Give me one car my friend
17061,Give one car my friend
17062,Give one car my friend
17063,Give one car my friend
17064,Will will happen
17074,Give one car my friend
17075,Give one car 🚗 my friend
17085,Чего? На русском:|
17086,Mr beast
17087,I&#39;m happy for Harry. Congratz
17090,"Это оригинальный канал? Если да то почему некоторые видео на русском? Это не жалоба, продолжай😀"
17092,U BEAT PEWDIEPEW
17102,"Anyone noticed bad editing at @<a href=""https://www.youtube.com/watch?v=kX3nB4PpJko&amp;t=13m16s"">13:16</a> Harry George and niko"
17104,I&#39;m so happy for Harry
17105,Thai people want to play games with you MrBeast❤️🥺🇨🇷
17106,You were very close but close doesnt matter.
17107,Hello Mr beast
17109,User pass PewDiePie
17112,"yoohis brothes reaction was so cute, they r so cute brothers AAA"
17113,Ek bar baat karna sar please mujhse please
17123,"Hey, I hope you had a great time :)  you&#39;re pretty cool."
17130,How MrBeast feels when he passes Pewdiepie ??
17133,hii😉
17134,Come to malaysia .
17135,whats next a country
17140,umm is beast crown one of your channnels  i might have been scammed?
17142,Мистер бист попробай провисти дорогом отеле за 1000000доворов50часов
17144,فوزن يا معلم
17146,Your evil man 😢
17148,Shoutout please
17149,finally Mr beast hit 112mln and beat pewdipie
17151,ok
17153,ok
17159,Halo MR. Beast
17172,ما هو شعورك بعد ان صار عدد المشتركين في قناتك اكثر من عدد المشتركين في قناه
17176,Mr. Trash
17177,hello MrBest
17183,bring speed back
17208,"The first guy, he still had his arm on the wheels."
17211,112 millions subscribes!! 🎉
17224,I deserve to be bless☺️
17225,Hello mr beast any task for me
17228,Mrbeast congrats on passing PewDiePie
17232,It&#39;s so cool watching you guys 🙂
17233,I want sports bike I&#39;m your subscriber
17247,Mrbeast Has Litteraly Destroyed His Credit Card
17248,"<a href=""about:invalid#zCSafez""></a>"
17250,Hands down of course harry was going to win hes a weapon
17254,My help money my help money
17255,Ms.beast be muslım
17256,Ms.beast be muslım
17266,George!!!!!!!!!!!!!
17267,Hlo MrBeast I&#39;m yours New subcriber... I&#39;m watching your vedios...you r amazing person..
17268,أوريد مشركة ولفوز بل مال أنا أوعاني من مرض وجائزة ستمنحوني حياة أفضل ومشروع
